Rk,Player,Nation,Pos,Team,Comp,Age,Born,Match,Starts,Min,Goals,Shots,SoT,Assists,CrdY,CrdR,TklW
2378,Ivan unji?,CRO,MF,Hertha BSC,Bundesliga,26,1996,15,12,951,0,0.57,0.28,0,0.38,0,1.79
2379,Sam Surridge,ENG,FW,Nott'ham Forest,Premier League,24,1998,14,1,264,1,3.1,0.69,0,0.69,0,0
2380,Suso,ESP,FWMF,Sevilla,La Liga,29,1993,10,2,315,0,2,0.86,0.29,0.29,0,0.86
2381,Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,24,1999,19,11,1007,2,1.43,0.54,0.36,0.27,0,0.71
2382,Williot Swedberg,SWE,MF,Celta Vigo,La Liga,19,2004,1,0,34,0,0,0,0,2.5,0,0
2383,Issiaga Sylla,GUI,DF,Montpellier,Ligue 1,29,1994,1,1,90,0,0,0,0,0,0,0
2384,Issiaga Sylla,GUI,DF,Toulouse,Ligue 1,29,1994,17,16,1372,0,0.59,0.2,0,0.2,0,0.99
2385,Wojciech Szcz?sny,POL,GK,Juventus,Serie A,32,1990,15,15,1302,0,0,0,0,0,0,0
2386,Dominik Szoboszlai,HUN,MFFW,RB Leipzig,Bundesliga,22,2000,18,16,1353,3,1.67,0.93,0.53,0.07,0.07,1.13
2387,Alexander Sørloth,NOR,FW,Real Sociedad,La Liga,27,1995,16,16,1276,8,2.39,1.27,0.07,0.14,0,0.21
2388,Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,27,1995,1,0,6,0,0,0,0,10,0,0
2389,Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,30,1992,20,20,1777,1,0.71,0.2,0.15,0.2,0,1.88
2390,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,27,1996,20,17,1493,1,0.42,0.12,0,0.24,0,0.6
2391,Benjamin Tahirovic,SWE,MF,Roma,Serie A,19,2003,5,1,136,0,0,0,0,0.67,0,1.33
2392,Waniss Taibi,FRA,MF,Angers,Ligue 1,20,2002,9,1,173,0,0.53,0,0.53,0.53,0,2.11
2393,Flavien Tait,FRA,MF,Rennes,Ligue 1,30,1993,22,16,1359,2,1.26,0.4,0.13,0.13,0,0.93
2394,Montassar Talbi,TUN,DF,Lorient,Ligue 1,24,1998,22,22,1980,1,0.18,0.09,0.05,0,0,0.55
2395,Adrien Tameze,CMR,MF,Hellas Verona,Serie A,29,1994,20,18,1562,0,0.4,0.06,0,0.11,0,0.75
2396,Japhet Tanganga,ENG,DF,Tottenham,Premier League,23,1999,2,2,141,0,0,0,0,0,0,1.25
2397,Renato Tapia,PER,MF,Celta Vigo,La Liga,27,1995,15,8,695,0,0.52,0.26,0,0.39,0,1.56
2398,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,24,1999,20,20,1762,1,0.41,0,0,0.15,0,0.92
2399,Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,14,11,1008,3,0.89,0.18,0,0.18,0,1.79
2400,Matt Targett,ENG,DF,Newcastle Utd,Premier League,27,1995,10,4,426,0,0.21,0,0,0,0,1.7
2401,James Tarkowski,ENG,DF,Everton,Premier League,30,1992,21,21,1890,1,0.71,0.29,0,0.19,0,0.62
2402,Ciprian T?t?ru?anu,ROU,GK,Milan,Serie A,37,1986,15,15,1350,0,0,0,0.07,0,0,0
2403,Niklas Tauer,GER,DFMF,Mainz 05,Bundesliga,21,2001,3,0,93,0,1,0,0,0,0,1
2404,Nuno Tavares,POR,DFMF,Marseille,Ligue 1,23,2000,19,15,1486,5,2.48,0.79,0,0.24,0.06,1.09
2405,Marcus Tavernier,ENG,MFFW,Bournemouth,Premier League,23,1999,16,15,1311,2,1.78,0.62,0.27,0.07,0,1.1
2406,Enzo Tchato,CMR,DF,Montpellier,Ligue 1,20,2002,16,10,939,1,0.29,0.1,0.1,0.1,0,1.35
2407,Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,23,2000,16,13,1062,0,1.44,0.17,0.17,0.08,0,1.53
2408,Mathys Tel,FRA,FW,Bayern Munich,Bundesliga,17,2005,12,1,252,3,4.64,2.14,0,0.71,0,0
2409,Semir Telalovic,GER,MF,M'Gladbach,Bundesliga,23,1999,1,0,5,0,0,0,0,0,0,0
2410,Alex Telles,BRA,DF,Sevilla,La Liga,30,1992,13,7,753,0,0.48,0,0.24,0.48,0,0.6
2411,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30,1992,20,20,1800,0,0,0,0,0,0,0
2412,Simon Terodde,GER,FW,Schalke 04,Bundesliga,34,1988,20,16,1281,3,2.25,0.92,0,0.28,0,0.49
2413,Filippo Terracciano,ITA,DFMF,Hellas Verona,Serie A,20,2003,12,4,521,0,0.52,0.34,0,0,0,1.21
2414,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,1990,18,18,1620,0,0,0,0,0.06,0,0.06
2415,Ramón Terrats,ESP,MF,Girona,La Liga,22,2000,8,2,212,0,1.67,0,0,0,0,0.83
2416,Martin Terrier,FRA,FWMF,Rennes,Ligue 1,25,1997,16,16,1319,9,3.2,1.84,0.27,0,0,0.75
2417,Aleksa Terzi?,SRB,DF,Fiorentina,Serie A,23,1999,11,2,329,0,1.35,0.27,0,0,0,1.08
2418,Tetê,BRA,FW,Leicester City,Premier League,22,2000,2,2,158,1,2.78,0.56,0,0,0,0
2419,Tetê,BRA,FWMF,Lyon,Ligue 1,22,2000,17,14,1107,6,2.44,1.06,0.16,0.24,0,0.81
2420,Kenny Tete,NED,DF,Fulham,Premier League,27,1995,17,16,1416,0,0.38,0.19,0.25,0.38,0,1.78
2421,Florian Thauvin,FRA,MFDF,Udinese,Serie A,30,1993,1,0,19,0,0,0,0,0,0,0
2422,Arthur Theate,BEL,DF,Rennes,Ligue 1,22,2000,22,22,1972,2,0.55,0.23,0,0.14,0,0.64
2423,Malick Thiaw,GER,DF,Milan,Serie A,21,2001,6,3,234,0,0.38,0.38,0,0,0,2.31
2424,Malick Thiaw,GER,DF,Schalke 04,Bundesliga,21,2001,3,3,270,0,0.67,0.33,0,0.67,0,0.33
2425,Jan Thielmann,GER,FW,Köln,Bundesliga,20,2002,12,5,520,1,1.55,0.69,0.17,0.34,0,1.21
2426,Sada Thioub,SEN,FWMF,Angers,Ligue 1,27,1995,18,5,553,0,1.15,0,0.16,0.33,0,0.98
2427,Luke Thomas,ENG,DF,Leicester City,Premier League,21,2001,10,8,691,0,0.26,0,0,0.13,0,1.43
2428,Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,29,1993,15,10,937,0,1.63,0.48,0.19,0.19,0,0.87
2429,Adrien Thomasson,FRA,MFFW,Lens,Ligue 1,29,1993,4,1,129,1,3.57,1.43,0,0,0,0.71
2430,Morten Thorsby,NOR,MF,Union Berlin,Bundesliga,26,1996,13,4,450,1,1.6,0.6,0.2,0.2,0,1.6
2431,Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,23,1999,19,11,879,1,1.43,0.61,0.1,0.41,0,0.61
2432,Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,25,1997,18,18,1612,10,3.41,1.73,0.17,0.11,0,0.28
2433,Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,21,2001,23,18,1588,1,1.08,0.28,0.17,0.11,0,0.97
2434,Alexis Tibidi,FRA,FW,Troyes,Ligue 1,19,2003,1,0,63,0,0,0,0,0,0,0
2435,Youri Tielemans,BEL,MF,Leicester City,Premier League,25,1997,21,19,1647,3,1.2,0.38,0.05,0.16,0,1.48
2436,Kieran Tierney,SCO,DF,Arsenal,Premier League,25,1997,15,4,469,0,0.96,0.38,0,0,0,0.77
2437,Steffen Tigges,GER,FW,Köln,Bundesliga,24,1998,16,12,952,5,1.7,0.57,0.09,0,0,0.38
2438,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,23,1999,21,21,1759,0,0.21,0.05,0,0.21,0.1,1.44
2439,Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,27,1995,10,6,613,0,0.44,0,0,0,0,0.88
2440,Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,18,2004,2,0,72,0,2.5,0,0,0,0,1.25
2441,Karl Toko Ekambi,CMR,FWMF,Rennes,Ligue 1,30,1992,2,2,143,0,1.25,0.63,0,0,0,0
2442,Karl Toko Ekambi,CMR,FWMF,Lyon,Ligue 1,30,1992,19,15,1353,4,2.73,1.27,0.13,0.07,0,0.6
2443,Corentin Tolisso,FRA,MF,Lyon,Ligue 1,28,1994,16,12,927,0,0.97,0.29,0,0.1,0,1.26
2444,Jeremy Toljan,GER,DF,Sassuolo,Serie A,28,1994,19,18,1679,0,0.21,0,0.05,0.11,0,0.91
2445,Rafael Tolói,ITA,DF,Atalanta,Serie A,32,1990,17,17,1448,1,0.81,0.25,0.06,0.19,0,1.3
2446,Raúl de Tomás,ESP,FW,Rayo Vallecano,La Liga,28,1994,2,0,34,0,10,0,0,0,0,0
2447,Tiago Tomás,POR,FWMF,Stuttgart,Bundesliga,20,2002,15,11,832,2,2.07,0.87,0.22,0.11,0,0.43
2448,Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,24,1998,16,4,512,0,0.18,0,0.18,0.18,0,2.46
2449,James Tomkins,ENG,DF,Crystal Palace,Premier League,33,1989,4,2,247,1,0.74,0.37,0,0.74,0.37,0.74
2450,Fikayo Tomori,ENG,DF,Milan,Serie A,25,1997,19,18,1577,1,0.34,0.17,0,0.11,0,1.26
2451,Sandro Tonali,ITA,MF,Milan,Serie A,22,2000,19,17,1563,2,1.26,0.57,0.23,0.34,0,1.15
2452,Ivan Toney,ENG,FW,Brentford,Premier League,26,1996,20,20,1789,14,2.76,1.01,0.15,0.4,0,0.5
2453,Pablo Torre,ESP,FW,Barcelona,La Liga,19,2003,1,0,14,0,0,0,0,0,0,0
2454,David Torres,ESP,DF,Valladolid,La Liga,19,2003,2,1,101,0,0,0,0,0,0,0.91
2455,Ferrán Torres,ESP,FW,Barcelona,La Liga,22,2000,17,6,645,2,3.75,0.97,0,0.56,0.14,0.28
2456,Óliver Torres,ESP,MFFW,Sevilla,La Liga,28,1994,19,19,1402,3,1.03,0.26,0.06,0.06,0,1.03
2457,Pau Torres,ESP,DF,Villarreal,La Liga,26,1997,17,17,1530,0,0.29,0,0,0.41,0,0.53
2458,Roberto Torres,ESP,FWMF,Osasuna,La Liga,33,1989,2,0,11,0,0,0,0,0,0,0
2459,Lucas Torró,ESP,MF,Osasuna,La Liga,28,1994,19,19,1502,0,1.08,0.18,0,0.36,0,1.2
2460,Nabil Touaizi,MAR,MF,Espanyol,La Liga,22,2001,1,0,3,0,0,0,0,0,0,0
2461,Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,26,1996,3,2,163,0,0.56,0,0,0,0,2.22
2462,Birama Touré,MLI,MF,Auxerre,Ligue 1,30,1992,22,22,1963,0,0.69,0.14,0,0.05,0,1.06
2463,Souleymane Touré,FRA,DF,Marseille,Ligue 1,19,2003,5,0,68,0,0,0,0,1.25,0,1.25
2464,Souleymane Touré,FRA,DF,Auxerre,Ligue 1,19,2003,5,4,347,0,0.51,0,0,0.51,0.26,0
2465,Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,25,1997,18,18,1594,2,1.19,0.34,0,0,0,1.19
2466,Yoann Touzghar,TUN,FW,Ajaccio,Ligue 1,36,1986,8,5,390,0,0.7,0,0,0,0,0.47
2467,Adama Traoré,ESP,FWMF,Wolves,Premier League,27,1996,19,7,900,1,1.3,0.3,0.1,0,0,0.4
2468,Boubacar Traoré,MLI,MF,Wolves,Premier League,21,2001,8,4,384,0,0.7,0,0.23,0.47,0,0.93
2469,Charles Traore,MLI,DF,Nantes,Ligue 1,31,1992,7,3,228,0,0,0,0,0.8,0,0.8
2470,Hamari Traoré,MLI,DF,Rennes,Ligue 1,31,1992,19,18,1633,1,0.99,0.33,0.11,0.22,0,1.05
2471,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,32,1990,18,18,1620,0,0,0,0,0.11,0,0.06
2472,Mark Travers,IRL,GK,Bournemouth,Premier League,23,1999,11,10,945,0,0,0,0,0,0,0
2473,Óscar Trejo,ARG,MFFW,Rayo Vallecano,La Liga,34,1988,18,16,1208,2,0.67,0.22,0.22,0.6,0,1.42
2474,Manu Trigueros,ESP,MFFW,Villarreal,La Liga,31,1991,11,3,380,0,0.71,0.24,0,0.48,0,0.95
2475,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,35,1987,16,13,1199,0,0.68,0.08,0.38,0.08,0,1.05
2476,Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,32,1990,22,22,1954,1,0.37,0.09,0.18,0.23,0,1.52
2477,William Troost-Ekong,NGA,DF,Salernitana,Serie A,29,1993,2,2,180,0,0,0,0,0,0,1
2478,Leandro Trossard,BEL,FW,Arsenal,Premier League,28,1994,3,0,70,1,5,2.5,0,0,0,2.5
2479,Leandro Trossard,BEL,FWMF,Brighton,Premier League,28,1994,16,16,1315,7,2.6,1.16,0.14,0.07,0,0.41
2480,Adrien Truffert,FRA,DF,Rennes,Ligue 1,21,2001,22,19,1591,0,0.4,0.11,0.34,0.06,0,1.41
2481,Frank Tsadjout,ITA,FWMF,Cremonese,Serie A,23,1999,7,2,216,0,2.5,1.67,0.42,0.42,0,1.25
2482,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,26,1996,13,5,446,0,1.4,0.4,0.6,0.2,0,1
2483,Theocharis Tsingaras,GRE,MF,Toulouse,Ligue 1,22,2000,1,0,7,0,0,0,0,0,0,0
2484,Viktor Tsyhankov,UKR,MF,Girona,La Liga,25,1997,2,0,41,0,0,0,0,0,0,0
2485,Alessandro Tuia,ITA,DF,Lecce,Serie A,32,1990,3,2,199,0,0.91,0.45,0,0,0,0
2486,Beñat Turrientes,ESP,MFFW,Real Sociedad,La Liga,21,2002,6,1,106,0,0,0,0,0,0,2.5
2487,Tuta,BRA,DF,Eint Frankfurt,Bundesliga,23,1999,18,18,1611,1,0.34,0.11,0,0.22,0,0.78
2488,Iyenoma Udogie,ITA,DF,Udinese,Serie A,20,2002,17,17,1463,2,1.04,0.25,0.12,0.25,0,1.6
2489,Ike Ugbo,CAN,FWMF,Troyes,Ligue 1,24,1998,14,5,404,1,1.78,0.67,0.22,0,0,0.22
2490,Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,18,2004,14,8,823,0,0.33,0.11,0,0.11,0.11,1.32
2491,Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,34,1988,3,3,270,0,0,0,0,0.33,0,0.33
2492,Lauren Ulrich,GER,MF,Stuttgart,Bundesliga,18,2005,1,0,6,0,0,0,0,0,0,10
2493,Samuel Umtiti,FRA,DF,Lecce,Serie A,29,1993,12,11,943,0,0.29,0,0,0.38,0,1.52
2494,Enes Ünal,TUR,FW,Getafe,La Liga,25,1997,20,20,1731,6,2.34,0.73,0.16,0.21,0,0.47
2495,Deniz Undav,GER,FWMF,Brighton,Premier League,26,1996,10,2,231,0,4.23,1.15,0,0,0,1.15
2496,Cengiz Ünder,TUR,MFDF,Marseille,Ligue 1,25,1997,22,14,1246,1,2.75,0.8,0.22,0.14,0,0.8
2497,Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,24,1998,19,19,1700,0,0.26,0.05,0.05,0.16,0,1.59
2498,Filip Uremovi?,CRO,DF,Hertha BSC,Bundesliga,26,1997,10,9,780,0,0.46,0.11,0,0.46,0.11,0.57
2499,Oscar Ureña,ESP,MF,Girona,La Liga,20,2003,3,1,100,0,0.91,0.91,0,0,0,1.82
2500,Jere Uronen,FIN,DF,Brest,Ligue 1,28,1994,6,3,300,0,0.3,0,0.3,0,0,1.52
2501,Jere Uronen,FIN,DF,Schalke 04,Bundesliga,28,1994,5,5,391,0,0.7,0,0,0.23,0,0.93
2502,Mark Uth,GER,MFFW,Köln,Bundesliga,31,1991,3,0,46,0,2,2,0,4,0,0
2503,Josha Vagnoman,GER,DFMF,Stuttgart,Bundesliga,22,2000,11,7,616,0,1.03,0,0,0.29,0.15,0.59
2504,Diego Valencia,CHI,MFFW,Salernitana,Serie A,23,2000,10,0,175,0,0.53,0.53,0,0,0,2.11
2505,Óscar Valentín,ESP,MF,Rayo Vallecano,La Liga,28,1994,17,14,1220,0,0.66,0,0,0.44,0,1.99
2506,Emanuele Valeri,ITA,DFFW,Cremonese,Serie A,24,1998,20,18,1490,1,1.39,0.18,0.06,0.12,0,0.72
2507,Valery,ESP,MFDF,Girona,La Liga,23,1999,15,5,575,0,0.63,0,0.31,0.16,0,0.47
2508,Yan Valery,TUN,DF,Southampton,Premier League,23,1999,1,1,45,0,0,0,0,0,0,0
2509,Yan Valery,TUN,DF,Angers,Ligue 1,23,1999,14,14,1092,0,0.5,0.08,0,0.08,0,1.32
2510,Enrique Valiente,ESP,DF,Sevilla,La Liga,20,2002,6,4,368,1,0.73,0.24,0.24,0.24,0.24,0.24
2511,Martin Valjent,SVK,DF,Mallorca,La Liga,27,1995,18,18,1598,0,0.06,0,0,0.39,0,0.67
2512,Manu Vallejo,ESP,FWMF,Girona,La Liga,25,1997,7,2,206,0,0.43,0.43,0.43,0,0,0.43
2513,Mattia Valoti,ITA,MF,Monza,Serie A,29,1993,7,2,244,0,0.37,0,0,0.37,0,1.85
2514,Federico Valverde,URU,FWMF,Real Madrid,La Liga,24,1998,20,17,1529,6,2.41,0.88,0.12,0.12,0,0.65
2515,Virgil van Dijk,NED,DF,Liverpool,Premier League,31,1991,17,17,1485,2,1.09,0.3,0,0.06,0,0.18
2516,Vanderson,BRA,DF,Monaco,Ligue 1,21,2001,20,14,1296,0,0.9,0.28,0.21,0.14,0.07,1.88
2517,Raphaël Varane,FRA,DF,Manchester Utd,Premier League,29,1993,17,15,1299,0,0.35,0.14,0,0.07,0,0.49
2518,Jamie Vardy,ENG,FW,Leicester City,Premier League,36,1987,22,11,1175,1,1.22,0.53,0.31,0.08,0,0.23
2519,Ruben Vargas,SUI,MFFW,Augsburg,Bundesliga,24,1998,12,6,501,1,1.07,0.18,0.18,0.18,0,0.71
2520,Johan Vásquez,MEX,DF,Cremonese,Serie A,24,1998,10,6,628,0,0.71,0,0,0.57,0,1
2521,Jesus Vazquez,ESP,DFMF,Valencia,La Liga,20,2003,6,2,171,0,1.58,0,0,0.53,0,2.11
2522,Kevin Vázquez,ESP,MFDF,Celta Vigo,La Liga,29,1993,4,1,90,0,0,0,0,0,0,1
2523,Lucas Vázquez,ESP,DF,Real Madrid,La Liga,31,1991,10,4,426,2,1.49,0.64,0,0.21,0,1.49
2524,Matías Vecino,URU,MF,Lazio,Serie A,31,1991,20,9,972,1,1.48,0.28,0,0.19,0,1.48
2525,Gabriel Veiga,ESP,MF,Celta Vigo,La Liga,20,2002,19,12,1037,6,2.7,1.48,0.17,0.26,0.09,0.7
2526,Renato Veiga,POR,DF,Augsburg,Bundesliga,19,2003,1,1,61,0,1.43,0,0,0,0,1.43
2527,Milo Veljkovi?,SRB,DF,Werder Bremen,Bundesliga,27,1995,17,14,1251,1,0.14,0.07,0,0.07,0,0.86
2528,Miguel Veloso,POR,MF,Hellas Verona,Serie A,36,1986,15,10,845,0,1.38,0.21,0,0.43,0,0.43
2529,Joël Veltman,NED,DF,Brighton,Premier League,31,1992,19,15,1373,0,0.33,0.07,0.07,0.13,0,1.5
2530,Mickey van de Ven,NED,DF,Wolfsburg,Bundesliga,21,2001,20,20,1800,1,0.45,0.05,0.05,0.2,0,1
2531,Unai Vencedor Paris,ESP,MF,Athletic Club,La Liga,22,2000,6,0,141,0,1.88,0.63,0,1.25,0,0.63
2532,Lorenzo Venuti,ITA,DF,Fiorentina,Serie A,27,1995,9,5,556,0,0.65,0.65,0.16,0,0,0.81
2533,Daniele Verde,ITA,FWMF,Spezia,Serie A,26,1996,12,5,476,2,2.64,0.75,0,0.19,0,0
2534,Simone Verdi,ITA,MF,Hellas Verona,Serie A,30,1992,10,5,496,1,2.18,0.55,0,0.18,0,1.09
2535,Gonzalo Verdú,ESP,DF,Elche,La Liga,34,1988,8,6,436,1,1.04,0.42,0,0.21,0.42,0.21
2536,Jordan Veretout,FRA,MF,Marseille,Ligue 1,29,1993,23,16,1513,3,0.95,0.42,0.12,0.12,0,1.25
2537,Marco Verratti,ITA,MF,Paris S-G,Ligue 1,30,1992,17,16,1244,0,0.22,0.14,0,0.51,0.07,2.32
2538,Valerio Verre,ITA,MF,Sampdoria,Serie A,29,1994,18,6,677,0,1.87,0.4,0,0.67,0,0.93
2539,Mikel Vesga,ESP,MF,Athletic Club,La Liga,29,1993,20,16,1485,2,0.73,0.06,0.12,0.18,0,0.97
2540,Guglielmo Vicario,ITA,GK,Empoli,Serie A,26,1996,22,22,1980,0,0,0,0,0.14,0,0
2541,João Victor,BRA,DF,Nantes,Ligue 1,24,1998,2,2,180,0,0,0,0,0.5,0,0.5
2542,Aleix Vidal,ESP,MFFW,Espanyol,La Liga,33,1989,15,8,732,0,0.37,0.25,0,0.49,0,0.25
2543,Clément Vidal,FRA,DFMF,Ajaccio,Ligue 1,22,2000,13,8,764,0,1.06,0.12,0,0.12,0.12,0.82
2544,Nacho Vidal,ESP,DF,Osasuna,La Liga,28,1995,13,10,891,0,0.81,0.1,0,0.2,0,1.21
2545,Gabriel Vidovic,CRO,FW,Bayern Munich,Bundesliga,19,2003,1,0,19,0,0,0,5,0,0,0
2546,Fabio Vieira,POR,MFFW,Arsenal,Premier League,22,2000,12,1,274,1,2.33,0.67,0.33,0,0,0.67
2547,Ronaldo Vieira,GNB,MF,Torino,Serie A,24,1998,1,0,15,0,0,0,0,0,0,0
2548,Ronaldo Vieira,GNB,MF,Sampdoria,Serie A,24,1998,16,8,815,0,0.66,0.11,0,0.33,0,1.1
2549,Emanuel Vignato,ITA,MFFW,Bologna,Serie A,22,2000,8,2,242,0,0.37,0.37,0.37,0.37,0,1.48
2550,Emanuel Vignato,ITA,MF,Empoli,Serie A,22,2000,1,0,6,1,10,10,0,0,0,0
2551,Samuele Vignato,ITA,FWMF,Monza,Serie A,18,2004,3,0,18,0,0,0,0,0,0,0
2552,Tonny Vilhena,NED,MF,Salernitana,Serie A,28,1995,20,17,1410,3,1.59,0.45,0.06,0.25,0,1.08
2553,Toni Villa,ESP,MF,Valladolid,La Liga,28,1995,2,1,91,0,0,0,0,0,0,3
2554,Toni Villa,ESP,MFFW,Girona,La Liga,28,1995,17,8,633,1,2.14,0.43,0.14,0.29,0,2.14
2555,Asier Villalibre,ESP,FW,Athletic Club,La Liga,25,1997,5,1,97,0,3.64,0.91,0,0,0,0
2556,Gonzalo Villar,ESP,MF,Sampdoria,Serie A,24,1998,15,8,696,0,0.13,0,0,0.26,0,0.91
2557,Gonzalo Villar,ESP,MF,Getafe,La Liga,24,1998,4,0,101,0,0,0,0,0.91,0,0.91
2558,Iván Villar,ESP,GK,Celta Vigo,La Liga,25,1997,1,1,90,0,0,0,0,0,0,0
2559,Matías Viña,URU,MF,Bournemouth,Premier League,25,1997,1,0,10,0,0,0,0,0,0,10
2560,Matías Viña,URU,DF,Roma,Serie A,25,1997,3,1,55,0,0,0,0,0,0,1.67
2561,Rúben Vinagre,POR,DFMF,Everton,Premier League,23,1999,2,0,26,0,0,0,0,0,0,6.67
2562,Carlos Vinícius,BRA,FW,Fulham,Premier League,27,1995,15,4,435,1,1.67,0.83,0,0.21,0,0
2563,Alan Virginius,FRA,FW,Lille,Ligue 1,20,2003,10,1,202,1,5,1.82,0,0,0,0
2564,Mattia Viti,ITA,DF,Nice,Ligue 1,21,2002,8,7,633,1,0.29,0.14,0,0,0,0.29
2565,Vitinha,POR,FW,Marseille,Ligue 1,22,2000,2,1,52,0,1.67,0,0,0,0,3.33
2566,Vitinha,POR,MF,Paris S-G,Ligue 1,22,2000,21,17,1381,0,1.18,0.26,0,0.13,0,0.98
2567,Daniel Vivian,ESP,DF,Athletic Club,La Liga,23,1999,15,14,1265,1,0.5,0.14,0,0.21,0,1.21
2568,Duan Vlahovi?,SRB,FW,Juventus,Serie A,23,2000,12,11,953,8,3.3,1.13,0.19,0,0,0.38
2569,Nikola Vlai?,CRO,MFFW,Torino,Serie A,25,1997,22,20,1844,4,2.05,0.73,0.1,0.05,0,0.68
2570,Joel Voelkerling Persson,SWE,FW,Lecce,Serie A,20,2003,4,0,55,0,0,0,0,0,0,1.67
2571,Kevin Vogt,GER,DF,Hoffenheim,Bundesliga,31,1991,15,15,1236,0,0,0,0,0.44,0,0.73
2572,Mërgim Vojvoda,KVX,DF,Torino,Serie A,28,1995,16,10,992,0,0.91,0.27,0.36,0.09,0,0.73
2573,Kevin Volland,GER,MFFW,Monaco,Ligue 1,30,1992,8,3,290,2,3.13,1.88,0.31,0,0,0.31
2574,Cristian Volpato,ITA,MF,Roma,Serie A,19,2003,5,2,191,1,1.9,0.48,0.48,0,0,0.95
2575,Aster Vranckx,BEL,MF,Milan,Serie A,20,2002,7,0,76,0,0,0,0,0,0,2.5
2576,Aster Vranckx,BEL,MF,Wolfsburg,Bundesliga,20,2002,1,0,8,0,0,0,0,0,0,0
2577,Stefan de Vrij,NED,DF,Inter,Serie A,31,1992,13,12,1085,1,0.74,0.17,0,0.08,0,0.66
2578,Robert Wagner,GER,MF,Freiburg,Bundesliga,19,2003,2,0,23,0,0,0,0,3.33,0,0
2579,Walace,BRA,MF,Udinese,Serie A,27,1995,21,21,1810,0,1.09,0.25,0,0.2,0,1.39
2580,Theo Walcott,ENG,FWMF,Southampton,Premier League,33,1989,4,1,139,0,2,0.67,0,0.67,0,0.67
2581,Luca Waldschmidt,GER,FW,Wolfsburg,Bundesliga,26,1996,10,3,306,1,1.18,0.29,0,0,0,0.59
2582,Kyle Walker,ENG,DF,Manchester City,Premier League,32,1990,11,10,793,0,0.34,0.11,0,0.11,0,0.23
2583,Kyle Walker-Peters,ENG,DF,Southampton,Premier League,25,1997,16,16,1402,1,0.38,0.13,0,0.13,0,1.03
2584,Sebastian Walukiewicz,POL,DF,Empoli,Serie A,22,2000,4,1,149,0,0.59,0.59,0,0,0,0.59
2585,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,Premier League,25,1997,8,7,609,0,0.15,0,0,0,0,1.91
2586,Paul Wanner,GER,MF,Bayern Munich,Bundesliga,17,2005,2,0,25,0,0,0,0,3.33,0,3.33
2587,Danny Ward,WAL,GK,Leicester City,Premier League,29,1993,22,22,1980,0,0,0,0,0,0,0.05
2588,Joel Ward,ENG,DF,Crystal Palace,Premier League,33,1989,16,14,1295,0,0.07,0,0,0.28,0,1.18
2589,James Ward-Prowse,ENG,MF,Southampton,Premier League,28,1994,22,22,1980,5,1.09,0.41,0.09,0.14,0,0.86
2590,Ollie Watkins,ENG,FW,Aston Villa,Premier League,27,1995,20,19,1628,5,2.38,1.1,0.22,0.06,0,0.33
2591,Timothy Weah,USA,DFFW,Lille,Ligue 1,22,2000,13,6,646,0,2.08,1.11,0.28,0.14,0,0.69
2592,Adam Webster,ENG,DF,Brighton,Premier League,28,1995,16,14,1248,0,1.01,0.07,0,0.07,0,0.58
2593,Wout Weghorst,NED,FW,Manchester Utd,Premier League,30,1992,4,4,274,0,0.67,0.33,0,0,0,0.33
2594,Julian Weigl,GER,MF,M'Gladbach,Bundesliga,27,1995,15,14,1231,0,0.44,0,0,0.36,0,0.88
2595,Nelson Weiper,GER,MF,Mainz 05,Bundesliga,17,2005,2,0,5,0,0,0,0,0,0,0
2596,Mitchell Weiser,GER,DFFW,Werder Bremen,Bundesliga,28,1994,19,19,1636,1,1.04,0.38,0.38,0.27,0,1.7
2597,Noah Weißhaupt,GER,MFFW,Freiburg,Bundesliga,21,2001,9,0,131,0,0.67,0,0,0,0,0.67
