Rk,Player,Nation,Pos,Team,Comp,Age,Born,Match,Starts,Min,Goals,Shots,SoT,Assists,CrdY,CrdR,TklW
222,Noah Joel Sarenren Bazee,NGA,FW,Augsburg,Bundesliga,26,1996,1,0,9,0,0,0,0,0,0,0
223,Gavin Bazunu,IRL,GK,Southampton,Premier League,20,2002,22,22,1980,0,0,0,0,0,0,0
224,Bebé,CPV,FW,Rayo Vallecano,La Liga,32,1990,4,0,60,0,5.71,0,0,1.43,0,0
225,Ihlas Bebou,TOG,FWDF,Hoffenheim,Bundesliga,28,1994,5,4,310,2,2.35,1.47,0,0,0,0.88
226,Rodrigo Becão,BRA,DF,Udinese,Serie A,27,1996,15,15,1322,1,0.61,0.2,0.07,0.41,0,1.43
227,Mads Bech Sørensen,DEN,DFMF,Brentford,Premier League,24,1999,4,0,21,0,0,0,0,0,0,0
228,Julius Beck,DEN,MF,Spezia,Serie A,17,2005,1,0,10,0,0,0,0,0,0,10
229,Sheraldo Becker,SUR,FW,Union Berlin,Bundesliga,28,1995,20,20,1454,7,2.1,0.93,0.25,0.06,0,0.19
230,Jan Bednarek,POL,DF,Southampton,Premier League,26,1996,4,4,339,0,1.32,0,0,0,0,1.32
231,Jan Bednarek,POL,DF,Aston Villa,Premier League,26,1996,3,1,100,0,0,0,0,0,0,2.73
232,Donny van de Beek,NED,MF,Manchester Utd,Premier League,25,1997,7,2,167,0,1.05,0,0,0,0,0
233,Asmir Begovi?,BIH,GK,Everton,Premier League,35,1987,1,1,90,0,0,0,0,0,0,0
234,Yanis Begraoui,FRA,FWMF,Toulouse,Ligue 1,21,2001,3,1,65,0,0,0,0,0,0,0
235,Kevin Behrens,GER,FW,Union Berlin,Bundesliga,32,1991,20,7,758,4,1.43,0.83,0.12,0.12,0,0.36
236,Alexis Beka Beka,FRA,MF,Nice,Ligue 1,21,2001,8,3,276,0,0.97,0.32,0,0.32,0,1.29
237,Jérémie Bela,ANG,DFMF,Clermont Foot,Ligue 1,29,1993,14,7,643,1,1.27,0.42,0.14,0,0,0.56
238,Youcef Belaïli,ALG,MFFW,Ajaccio,Ligue 1,30,1992,12,10,780,5,2.18,0.69,0.34,0,0,1.03
239,Youcef Belaïli,ALG,FWMF,Brest,Ligue 1,30,1992,6,4,356,0,2.25,0.25,0.5,0.75,0,0.5
240,Haris Belkebla,ALG,MF,Brest,Ligue 1,29,1994,22,16,1492,1,0.42,0.12,0,0.06,0,1.69
241,Stefan Bell,GER,DF,Mainz 05,Bundesliga,31,1991,16,12,1140,0,0.24,0,0,0.39,0,0.94
242,Armel Bella Kotchap,GER,DF,Southampton,Premier League,21,2001,13,13,1026,0,0.88,0.09,0.09,0.09,0,0.61
243,Raoul Bellanova,ITA,DFMF,Inter,Serie A,22,2000,10,0,159,0,1.11,0,0,0,0,1.11
244,Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,32,1990,6,1,82,0,0,0,0,0,0,0
245,Jean-Ricner Bellegarde,FRA,MF,Strasbourg,Ligue 1,24,1998,19,19,1589,1,1.19,0.34,0.28,0.17,0,0.96
246,Héctor Bellerín,ESP,DF,Barcelona,La Liga,27,1995,3,1,143,0,0,0,0,0,0,0
247,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,19,2003,19,19,1690,4,2.07,0.74,0.21,0.27,0,1.54
248,Jeanöel Belocian,FRA,DF,Rennes,Ligue 1,17,2005,1,0,8,0,0,0,0,0,0,0
249,Andrea Belotti,ITA,FW,Roma,Serie A,29,1993,18,2,406,0,1.78,0.89,0,0,0,0.67
250,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,24,1999,20,18,1614,0,0.89,0.06,0.06,0.17,0,0.61
251,Eliesse Ben Seghir,FRA,FW,Monaco,Ligue 1,17,2005,7,6,466,3,2.88,0.96,0.19,0.19,0,1.35
252,Salim Ben Seghir,FRA,MF,Marseille,Ligue 1,19,2003,1,0,4,0,0,0,0,0,0,0
253,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,32,1990,19,16,1135,14,2.46,1.59,0.24,0.08,0,0.32
254,Marco Benassi,ITA,DF,Fiorentina,Serie A,28,1994,2,1,93,0,0,0,0,0,0,3
255,Marco Benassi,ITA,MF,Cremonese,Serie A,28,1994,3,2,185,0,1.9,0.95,0,0,0,0.48
256,Ismaël Bennacer,ALG,MF,Milan,Serie A,25,1997,19,16,1413,1,0.45,0.13,0.06,0.32,0,1.53
257,Saïd Benrahma,ALG,FWMF,West Ham,Premier League,27,1995,20,12,1193,3,2.86,0.83,0.08,0,0,0.45
258,Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,27,1995,18,18,1608,5,1.4,0.45,0,0.17,0,1.01
259,Nabil Bentaleb,ALG,MF,Angers,Ligue 1,28,1994,18,17,1518,2,1.18,0.36,0.18,0.06,0,1.72
260,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,25,1997,18,17,1500,5,0.9,0.54,0.12,0.48,0,1.68
261,Karim Benzema,FRA,FW,Real Madrid,La Liga,35,1987,12,12,1046,9,4.05,1.38,0.26,0.09,0,0.34
262,Domenico Berardi,ITA,FW,Sassuolo,Serie A,28,1994,13,10,914,4,4.31,0.78,0.29,0.39,0,0.98
263,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,33,1990,12,11,946,0,1.24,0.29,0.1,0.57,0.1,1.24
264,Álex Berenguer,ESP,FW,Athletic Club,La Liga,27,1995,20,16,1366,3,1.97,0.66,0.07,0,0,1.45
265,Bartosz Bereszy?ski,POL,DF,Sampdoria,Serie A,30,1992,15,15,1198,0,0.23,0,0,0.08,0,1.35
266,Patrick Berg,NOR,MFFW,Lens,Ligue 1,25,1997,3,0,25,0,0,0,0,0,0,0
267,Mitchell van Bergen,NED,FWDF,Reims,Ligue 1,23,1999,18,5,629,0,2.43,1.29,0.14,0.14,0,0.71
268,Mergim Berisha,GER,FW,Augsburg,Bundesliga,24,1998,14,14,1143,6,2.91,0.79,0.31,0.63,0.08,0.24
269,Quentin Bernard,FRA,DF,Auxerre,Ligue 1,33,1989,7,7,630,0,0,0,0.14,0,0,1
270,Paul Bernardoni,FRA,GK,Angers,Ligue 1,25,1997,14,14,1260,0,0,0,0,0,0,0
271,Juan Bernat,ESP,DF,Paris S-G,Ligue 1,29,1993,17,11,994,1,0.45,0.36,0.18,0.09,0,1
272,Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,20,2002,2,2,170,0,0.53,0,0,0,0,4.74
273,Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,33,1990,2,0,23,0,0,0,0,0,0,0
274,Beto,GNB,FW,Udinese,Serie A,25,1998,21,13,1203,7,2.31,0.9,0.07,0.07,0,0.67
275,Owen Bevan,WAL,DF,Bournemouth,Premier League,19,2003,1,0,9,0,0,0,0,0,0,0
276,Matteo Bianchetti,ITA,DF,Cremonese,Serie A,29,1993,15,13,1243,1,0.43,0.29,0,0.07,0,0.72
277,Alessandro Bianco,ITA,MF,Fiorentina,Serie A,20,2002,3,2,112,0,1.67,0.83,0,0,0,0.83
278,Giulian Biancone,FRA,DF,Nott'ham Forest,Premier League,22,2000,2,0,17,0,0,0,0,0,0,5
279,Ermin Bi?ak?i?,BIH,DF,Hoffenheim,Bundesliga,33,1990,2,0,59,0,0,0,0,0,0,0
280,Pedro Bigas,ESP,DF,Elche,La Liga,32,1990,17,16,1278,0,0.85,0.35,0,0.21,0.14,0.85
281,Jaka Bijol,SVN,DF,Udinese,Serie A,24,1999,17,17,1383,2,0.65,0.19,0,0.26,0,0.65
282,El Bilal Touré,MLI,FW,Almería,La Liga,21,2001,15,11,935,4,2.31,1.06,0.19,0,0,0.19
283,El Bilal Touré,MLI,FW,Reims,Ligue 1,21,2001,3,1,91,0,1,1,0,0,0,0
284,Philip Billing,DEN,MFFW,Bournemouth,Premier League,26,1996,21,19,1555,4,1.16,0.58,0.06,0.12,0,1.21
285,Jean-Claude Billong,CMR,MF,Clermont Foot,Ligue 1,29,1993,1,0,23,0,0,0,0,0,0,0
286,Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,30,1992,20,19,1622,0,0.78,0.06,0.11,0,0,1.28
287,Samuele Birindelli,ITA,DF,Monza,Serie A,23,1999,18,10,880,0,1.22,0.31,0.1,0.31,0,1.02
288,Veljko Birman?evi?,SRB,FWMF,Toulouse,Ligue 1,24,1998,14,1,268,0,2,0.33,0,0,0,2.33
289,Tom Bischof,GER,MFFW,Hoffenheim,Bundesliga,17,2005,6,3,235,0,1.92,0.38,0,0,0,2.31
290,Yves Bissouma,MLI,MF,Tottenham,Premier League,26,1996,20,8,814,0,0.56,0,0,0.56,0,1.11
291,Kristijan Bistrovi?,CRO,MF,Lecce,Serie A,24,1998,11,5,461,0,1.57,0.2,0,0,0,0.2
292,Leonardo Bittencourt,GER,MFDF,Werder Bremen,Bundesliga,29,1993,14,12,860,2,1.35,0.63,0,0.52,0,1.25
293,Marco Bizot,NED,GK,Brest,Ligue 1,31,1991,21,21,1890,0,0,0,0,0.14,0,0
294,Blanco,ESP,MF,Cádiz,La Liga,22,2000,3,2,158,0,0,0,0,0,0,2.22
295,Lautaro Blanco,ARG,MFDF,Elche,La Liga,23,1999,5,2,230,0,0,0,0.38,0.38,0,0.77
296,Rubén Blanco,ESP,GK,Marseille,Ligue 1,27,1995,4,4,360,0,0,0,0,0,0,0
297,Ludovic Blas,FRA,MFFW,Nantes,Ligue 1,25,1997,22,18,1667,4,3.3,1.03,0.05,0.11,0,1.14
298,Janis Blaswich,GER,GK,RB Leipzig,Bundesliga,31,1991,13,13,1170,0,0,0,0,0,0,0
299,Miha Bla?i?,SVN,DF,Angers,Ligue 1,29,1993,17,17,1485,2,0.3,0.12,0,0.12,0,0.18
300,Joaquín Blázquez,ARG,GK,Brest,Ligue 1,22,2001,1,1,90,0,0,0,0,0,0,0
301,Alexis Blin,FRA,MFDF,Lecce,Serie A,26,1996,20,13,1253,0,0.36,0.07,0,0.14,0,1.08
302,Daley Blind,NED,MFDF,Bayern Munich,Bundesliga,32,1990,2,0,37,0,2.5,2.5,0,0,0,0
303,Myron Boadu,NED,FW,Monaco,Ligue 1,22,2001,4,0,58,1,1.67,1.67,0,0,0,0
304,Jérôme Boateng,GER,DF,Lyon,Ligue 1,34,1988,6,4,315,0,0,0,0,0,0,0
305,Kevin-Prince Boateng,GHA,MF,Hertha BSC,Bundesliga,35,1987,9,1,133,0,0,0,0,0.67,0,0.67
306,Antonin Bobichon,FRA,MF,Angers,Ligue 1,27,1995,3,0,18,0,5,5,0,0,0,0
307,Jean-Paul Boëtius,NED,MF,Hertha BSC,Bundesliga,28,1994,14,8,750,0,0.6,0.36,0,0.24,0,1.45
308,Jeremie Boga,CIV,MFFW,Atalanta,Serie A,26,1997,12,3,393,1,1.82,0.45,1.14,0,0,0.45
309,Emil Bohinen,NOR,MF,Salernitana,Serie A,23,1999,10,4,338,0,0.53,0,0,0,0,2.11
310,Quentin Boisgard,FRA,MF,Lorient,Ligue 1,25,1997,5,1,184,1,3,1.5,0,0.5,0,1
311,Willy Boly,CIV,DF,Nott'ham Forest,Premier League,32,1991,8,8,592,0,0.15,0,0.15,0.3,0,0.91
312,Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,33,1989,18,16,1335,3,2.36,0.61,0,0.2,0,1.28
313,Federico Bonazzoli,ITA,FW,Salernitana,Serie A,25,1997,19,10,904,2,2.8,0.6,0.1,0.1,0,0.1
314,Warren Bondo,FRA,MF,Monza,Serie A,19,2003,4,0,60,0,1.43,0,0,1.43,0,0
315,Theo Bongonda,COD,MF,Cádiz,La Liga,27,1995,14,10,808,2,2.11,0.44,0.22,0,0,1.11
316,Kevin Bonifazi,ITA,DF,Bologna,Serie A,26,1996,7,4,416,0,0.43,0,0,0.22,0,0.87
317,Leonardo Bonucci,ITA,DF,Juventus,Serie A,35,1987,9,6,600,1,0.3,0.15,0,0.15,0,0.45
318,Neto Borges,BRA,DF,Clermont Foot,Ligue 1,26,1996,20,20,1711,2,0.84,0.16,0,0.16,0.05,1.58
319,Yvandro Borges Sanches,LUX,FWMF,M'Gladbach,Bundesliga,18,2004,3,0,28,0,3.33,0,0,0,0,6.67
320,Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,23,1999,15,14,1137,0,0.16,0.08,0,0.32,0,0.71
321,Rafael Borré,COL,FWMF,Eint Frankfurt,Bundesliga,27,1995,18,4,492,2,2,0.55,0.36,0.36,0,1.82
322,Erik Botheim,NOR,FW,Salernitana,Serie A,23,2000,15,3,335,1,1.08,0.27,0.27,0.27,0,0.81
323,Sven Botman,NED,DF,Newcastle Utd,Premier League,23,2000,20,19,1687,0,0.59,0.21,0,0.05,0,0.75
324,Kenji-Van Boto,MAD,DF,Auxerre,Ligue 1,26,1996,1,1,90,0,1,0,0,0,0,1
325,Kouamé Botué,BFA,FWMF,Ajaccio,Ligue 1,20,2002,7,2,225,0,2.8,0,0,0,0,0.8
326,Badredine Bouanani,ALG,FWMF,Nice,Ligue 1,18,2004,4,2,177,0,1.5,0.5,1.5,0,0,0
327,Hicham Boudaoui,ALG,MF,Nice,Ligue 1,23,1999,13,9,771,0,0.47,0.23,0.12,0.35,0,1.63
328,Franci Bouebari,FRA,DF,Strasbourg,Ligue 1,19,2003,2,0,76,0,0,0,0,0,0,0
329,Sofiane Boufal,MAR,FWMF,Angers,Ligue 1,29,1993,13,9,834,4,2.26,0.97,0.32,0.32,0.11,0.97
330,Wassim Boullif,ESP,DFMF,Espanyol,La Liga,18,2005,4,0,74,0,0,0,0,0,0,1.25
331,Yassine Bounou,MAR,GK,Sevilla,La Liga,31,1991,19,19,1665,0,0,0,0,0.11,0,0.05
332,Ismaëlben Boura,FRA,DFFW,Lens,Ligue 1,22,2000,9,0,93,0,2,1,0,0,0,4
333,Mehdi Bourabia,MAR,MF,Spezia,Serie A,31,1991,22,21,1666,0,0.76,0.11,0.11,0.16,0,0.76
334,Benjamin Bourigeaud,FRA,MFFW,Rennes,Ligue 1,29,1994,21,21,1699,3,1.69,0.37,0.26,0.21,0.05,0.74
335,Edoardo Bove,ITA,MF,Roma,Serie A,20,2002,10,1,179,0,2.5,0.5,0,1,0,2
336,Jarrod Bowen,ENG,FWMF,West Ham,Premier League,26,1996,22,22,1970,4,2.01,0.46,0.05,0.05,0,0.46
337,Lucas Boyé,ARG,FW,Elche,La Liga,26,1996,18,15,1217,1,2,0.59,0.15,0.22,0.07,0.67
338,Jayden Braaf,NED,MF,Hellas Verona,Serie A,20,2002,1,1,72,0,1.25,0,0,0,0,1.25
339,Domagoj Bradari?,CRO,DF,Salernitana,Serie A,23,1999,16,10,995,0,0.36,0,0.09,0.36,0,0.63
340,Bilal Brahimi,ALG,FWMF,Nice,Ligue 1,22,2000,15,3,446,3,1.8,0.8,0.4,0,0,0.2
341,Martin Braithwaite,DEN,FWMF,Espanyol,La Liga,31,1991,15,15,1187,5,2.12,1.06,0.08,0.15,0.08,0.08
342,Juan Brandáriz,ESP,DF,Almería,La Liga,23,1999,11,7,716,1,0.25,0.13,0,0.13,0,0.88
343,Julian Brandt,GER,MFFW,Dortmund,Bundesliga,26,1996,20,17,1495,6,1.33,0.66,0.24,0.06,0,0.72
344,Darko Braanac,SRB,MF,Osasuna,La Liga,31,1992,18,6,746,1,0.72,0.36,0.12,0.48,0,1.45
345,Lilian Brassier,FRA,DF,Brest,Ligue 1,23,1999,20,19,1653,0,0.38,0.05,0,0.16,0,0.71
346,Claudio Bravo,CHI,GK,Betis,La Liga,39,1983,3,3,270,0,0,0,0,0.33,0,0
347,Fabian Bredlow,GER,GK,Stuttgart,Bundesliga,27,1995,1,1,90,0,0,0,0,0,0,0
348,James Bree,ENG,DF,Southampton,Premier League,25,1997,2,2,169,0,0,0,0,0,0,0
349,Josip Brekalo,CRO,FW,Fiorentina,Serie A,24,1998,1,0,19,0,5,0,0,0,0,0
350,Josip Brekalo,CRO,MFFW,Wolfsburg,Bundesliga,24,1998,6,3,271,0,0.67,0.33,0.33,0,0,0.33
351,Gleison Bremer,BRA,DF,Juventus,Serie A,25,1997,18,18,1574,1,0.97,0.11,0,0.23,0,0.69
352,Armando Broja,ALB,FW,Chelsea,Premier League,21,2001,12,2,294,1,1.82,1.52,0,0,0,0.3
353,Dylan Bronn,TUN,DF,Salernitana,Serie A,27,1995,18,14,1248,0,0.5,0.07,0,0.07,0,0.86
354,John Brooks,USA,DF,Hoffenheim,Bundesliga,30,1993,3,3,270,0,0.33,0,0,0.67,0,1.33
355,Moritz Broschinski,GER,FW,Bochum,Bundesliga,22,2000,1,0,17,1,15,10,0,0,0,0
356,Marcelo Brozovi?,CRO,MF,Inter,Serie A,30,1992,11,7,641,2,1.55,0.56,0,0.7,0,0.7
357,Cédric Brunner,SUI,DF,Schalke 04,Bundesliga,28,1994,17,17,1426,0,0.38,0,0,0.13,0,1.27
358,Lewis Brunt,ENG,DF,Leicester City,Premier League,22,2000,1,0,23,0,0,0,0,0,0,0
359,Jacob Bruun Larsen,DEN,FW,Hoffenheim,Bundesliga,24,1998,11,3,294,1,1.82,0.61,0,0,0,0.61
360,Andreas Bruus,DEN,DFFW,Troyes,Ligue 1,24,1999,16,11,1016,0,0.35,0.09,0.18,0.18,0,0.27
361,Bryan,ESP,MFFW,Tottenham,Premier League,22,2001,4,2,148,0,1.25,0.63,0.63,0.63,0,0.63
362,Bryan,ESP,DFMF,Sevilla,La Liga,22,2001,2,1,135,1,1.33,0.67,0,0.67,0,0.67
363,Joe Bryan,ENG,MFDF,Nice,Ligue 1,29,1993,5,2,166,0,0.56,0,0,1.11,0,2.22
364,Lee Buchanan,ENG,DFFW,Werder Bremen,Bundesliga,21,2001,13,1,269,1,1.33,0.33,0,0.33,0,2
365,Ante Budimir,CRO,FW,Osasuna,La Liga,31,1991,16,11,867,2,2.92,0.73,0,0.21,0,0.31
366,Emi Buendía,ARG,MFFW,Aston Villa,Premier League,26,1996,21,13,1220,3,2.21,0.44,0,0,0,0.96
367,Hugo Bueno,ESP,DF,Wolves,Premier League,20,2002,12,10,866,0,0.42,0.1,0.1,0.1,0,1.46
368,Santiago Bueno,URU,DF,Girona,La Liga,24,1998,20,20,1787,0,0.55,0.1,0.05,0.2,0.05,1.06
369,Adam Buksa,POL,FWMF,Lens,Ligue 1,26,1996,4,0,63,0,0,0,0,0,0,0
370,Marius Bülter,GER,FWMF,Schalke 04,Bundesliga,29,1993,20,17,1490,3,1.99,0.42,0,0.24,0,0.3
371,Cristian Buonaiuto,ITA,MFFW,Cremonese,Serie A,30,1992,16,3,524,0,4.14,1.21,0,0.17,0,1.03
372,Facundo Buonanotte,ARG,MFFW,Brighton,Premier League,18,2004,1,0,16,0,0,0,0,0,0,0
373,Alessandro Buongiorno,ITA,DF,Torino,Serie A,23,1999,18,16,1412,0,0.83,0,0,0.38,0,0.76
374,Delano Burgzorg,NED,FWMF,Mainz 05,Bundesliga,24,1998,10,0,211,0,1.74,0.87,0.43,0.87,0,1.3
375,Jonathan Burkardt,GER,MFFW,Mainz 05,Bundesliga,22,2000,11,7,533,1,3.39,1.02,0.34,0.34,0,0.17
376,Oliver Burke,SCO,FWMF,Werder Bremen,Bundesliga,25,1997,15,1,268,2,2.67,1.67,0,0,0,0
377,Dan Burn,ENG,DF,Newcastle Utd,Premier League,30,1992,22,21,1854,0,0.53,0.15,0,0.1,0,0.83
378,Maxime Busi,BEL,DF,Reims,Ligue 1,23,1999,9,7,614,0,0.44,0,0.15,0.44,0,1.76
379,Sergio Busquets,ESP,MF,Barcelona,La Liga,34,1988,18,16,1302,0,0.28,0.07,0.07,0.41,0.07,1.31
380,Aurélio Buta,POR,DF,Eint Frankfurt,Bundesliga,26,1997,4,2,228,2,0.8,0.8,0,0,0,1.2
381,Marcin Bu?ka,POL,GK,Nice,Ligue 1,23,1999,2,2,180,0,0,0,0,0,0,0
382,Jamie Bynoe-Gittens,ENG,FWMF,Dortmund,Bundesliga,18,2004,9,2,285,3,4.38,2.5,0,0,0,0.94
383,Juan Cabal,COL,DF,Hellas Verona,Serie A,22,2001,3,0,57,0,0,0,0,1.67,0,1.67
384,Rémy Cabella,FRA,MFFW,Lille,Ligue 1,32,1990,16,13,1197,4,1.58,1.05,0.45,0.15,0,1.65
385,Jimmy Cabot,FRA,DFMF,Lens,Ligue 1,28,1994,11,5,511,0,0.88,0.18,0.18,0.35,0,2.11
386,Leandro Cabrera,URU,DF,Espanyol,La Liga,31,1991,19,19,1647,0,0.77,0.16,0,0.16,0.05,0.55
387,Liberato Cacace,NZL,DF,Empoli,Serie A,22,2000,5,2,274,0,1.33,0,0,0,0,2.33
388,Anthony Caci,FRA,DF,Mainz 05,Bundesliga,25,1997,17,11,1059,1,0.51,0.17,0.08,0,0,1.44
389,Cafú,POR,MF,Nott'ham Forest,Premier League,29,1993,1,0,7,0,0,0,0,0,0,0
390,Moisés Caicedo,ECU,MF,Brighton,Premier League,21,2001,20,19,1729,1,0.73,0.26,0.05,0.31,0,1.46
391,Tom Cairney,SCO,MF,Fulham,Premier League,32,1991,22,1,471,0,2.12,0,0,0.19,0,0.77
392,Jens Cajuste,SWE,MF,Reims,Ligue 1,23,1999,16,8,858,1,1.37,0.32,0.11,0.63,0.11,1.79
393,Cala,ESP,DF,Cádiz,La Liga,33,1989,3,1,137,0,0.67,0,0,0,0,0.67
394,Davide Calabria,ITA,DF,Milan,Serie A,26,1996,14,13,1000,1,0.63,0.09,0.18,0.36,0,2.34
395,Mattia Caldara,ITA,DF,Spezia,Serie A,28,1994,14,10,969,0,0.74,0.19,0,0.46,0,1.02
396,Luca Caldirola,ITA,DF,Monza,Serie A,32,1991,17,15,1312,0,0.34,0.07,0,0.21,0,0.48
397,Fernando Calero,ESP,DFMF,Espanyol,La Liga,27,1995,17,14,1180,0,0.31,0.08,0,0.23,0,1.45
398,Duje ?aleta-Car,CRO,DF,Southampton,Premier League,26,1996,10,7,716,0,0.38,0.13,0,0.13,0,0.88
399,Duje ?aleta-Car,CRO,DF,Marseille,Ligue 1,26,1996,1,0,8,0,0,0,0,0,0,0
400,Hakan Çalhanoðlu,TUR,MF,Inter,Serie A,29,1994,20,19,1527,2,1.65,0.41,0.29,0.12,0,1.12
401,Kerim Calhanoglu,GER,DF,Schalke 04,Bundesliga,20,2002,3,0,63,0,1.43,0,0,0,0,1.43
402,Daniel Caligiuri,ITA,DFMF,Augsburg,Bundesliga,35,1988,11,2,259,1,1.72,0.69,0,0.34,0,1.72
403,Alexander Callens,PER,DF,Girona,La Liga,30,1992,1,0,45,0,0,0,0,0,0,2
404,Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,25,1997,11,9,731,1,1.98,0.49,0,0.12,0,0.12
405,Mahdi Camara,FRA,MF,Brest,Ligue 1,24,1998,17,14,1151,0,1.02,0.23,0,0.16,0,1.72
406,Mohamed Camara,GUI,MF,Roma,Serie A,25,1997,9,5,377,0,0.95,0,0,0.24,0,2.14
407,Mohamed Camara,MLI,MF,Monaco,Ligue 1,23,2000,18,16,1383,0,1.04,0.32,0.13,0.26,0.06,2.08
408,Ousmane Camara,GUI,FWMF,Auxerre,Ligue 1,21,2001,3,0,24,0,3.33,0,0,3.33,0,3.33
409,Ousmane Camara,FRA,DF,Angers,Ligue 1,19,2003,3,2,200,0,0,0,0,0,0,1.36
410,Eduardo Camavinga,FRA,MFDF,Real Madrid,La Liga,20,2002,20,9,914,0,1.18,0.1,0.1,0.29,0,2.06
411,Nicolò Cambiaghi,ITA,FWMF,Empoli,Serie A,22,2000,16,3,520,2,2.93,1.03,0.17,0.17,0,1.9
412,Andrea Cambiaso,ITA,DF,Bologna,Serie A,22,2000,19,13,1150,0,0.55,0.08,0.16,0.16,0,1.41
413,Axel Camblan,FRA,FWMF,Brest,Ligue 1,19,2003,7,0,68,0,1.25,1.25,0,0,0,2.5
414,Sergio Camello,ESP,FW,Rayo Vallecano,La Liga,22,2001,20,17,1431,5,2.58,0.75,0.19,0.06,0,0.44
415,Chem Campbell,WAL,FWMF,Wolves,Premier League,20,2002,5,0,74,0,2.5,0,0,0,0,1.25
416,Emre Can,GER,MF,Dortmund,Bundesliga,29,1994,14,7,730,0,0.62,0,0,0.49,0,1.98
417,Sergio Canales,ESP,FWMF,Betis,La Liga,31,1991,18,16,1455,3,1.54,0.49,0.06,0.25,0.06,0.62
418,Matteo Cancellieri,ITA,FW,Lazio,Serie A,21,2002,14,1,208,0,1.74,0.43,0,0.87,0,1.3
419,João Cancelo,POR,DF,Manchester City,Premier League,28,1994,17,16,1274,2,1.2,0.21,0.07,0.21,0.07,1.48
420,João Cancelo,POR,DFFW,Bayern Munich,Bundesliga,28,1994,2,2,136,0,0.67,0,0.67,0,0,2
421,Antonio Candreva,ITA,DFMF,Salernitana,Serie A,35,1987,20,18,1613,2,1.28,0.5,0.06,0.17,0.06,0.11
422,Thomas Cannon,IRL,FW,Everton,Premier League,20,2002,2,0,25,0,3.33,3.33,0,0,0,0
423,Sergi Canós,ESP,FWDF,Brentford,Premier League,26,1997,5,0,77,0,1.11,0,0,0,0,0
424,Ander Capa,ESP,MFFW,Athletic Club,La Liga,31,1992,2,0,8,0,0,0,0,0,0,0
425,Pierrick Capelle,FRA,MFDF,Angers,Ligue 1,35,1987,16,9,820,0,1.1,0.55,0.22,0.77,0,1.65
426,Étienne Capoue,FRA,MF,Villarreal,La Liga,34,1988,15,14,1174,0,1.08,0.38,0,0.08,0,0.69
427,Gianluca Caprari,ITA,MFFW,Monza,Serie A,29,1993,21,18,1327,4,2.24,0.54,0.07,0.27,0,0.27
428,Francesco Caputo,ITA,FW,Sampdoria,Serie A,35,1987,15,13,1094,1,1.56,0.41,0,0,0,0.08
429,Francesco Caputo,ITA,FWMF,Empoli,Serie A,35,1987,7,7,587,1,2.46,0.77,0.31,0.15,0,0.15
430,Maxence Caqueret,FRA,MF,Lyon,Ligue 1,22,2000,20,17,1463,1,0.98,0.43,0.18,0.12,0,1.66
431,Andrea Carboni,ITA,DF,Monza,Serie A,22,2001,4,1,167,0,0.53,0.53,0,0,0,1.05
432,Valentin Carboni,ITA,MFFW,Inter,Serie A,17,2005,2,0,5,0,0,0,0,0,0,0
433,Isaac Carcelen,ESP,DF,Cádiz,La Liga,29,1993,14,12,1057,0,0.34,0.09,0,0.17,0.17,2.48
434,Irvin Cardona,FRA,FWMF,Brest,Ligue 1,25,1997,10,1,233,0,1.54,0.77,0,0,0,0
435,Irvin Cardona,FRA,MF,Augsburg,Bundesliga,25,1997,1,0,53,0,1.67,0,0,1.67,0,0
436,Igor Carioca,BRA,FW,Lorient,Ligue 1,26,1996,1,0,11,0,0,0,0,0,0,10
437,Carlos,BRA,DF,Monza,Serie A,24,1999,20,20,1759,4,1.28,0.46,0.15,0.1,0,0.87
438,Diego Carlos,BRA,DF,Aston Villa,Premier League,29,1993,2,2,179,0,2,0,0,0,0,0
439,Juan Carlos,ESP,GK,Girona,La Liga,35,1988,10,10,900,0,0,0,0,0,0,0
440,José Carlos Lazo,ESP,MFFW,Almería,La Liga,26,1996,1,0,20,0,10,5,0,0,0,0
441,José Carlos Lazo,ESP,MFFW,Espanyol,La Liga,26,1996,8,0,127,1,2.86,0.71,0,0,0,1.43
442,Carmona,ESP,MF,Elche,La Liga,21,2002,3,3,261,1,1.38,1.03,0,0.69,0,1.38
443,Carmona,ESP,DF,Sevilla,La Liga,21,2002,10,5,527,2,0.85,0.34,0.17,1.02,0.17,1.86
444,Marco Carnesecchi,ITA,GK,Cremonese,Serie A,22,2000,12,12,1080,0,0,0,0,0.08,0,0
445,Yannick Carrasco,BEL,DFMF,Atlético Madrid,La Liga,29,1993,18,10,969,1,2.59,0.83,0,0.09,0,1.02
